C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_33_594.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_33_594.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_33_594.jpg, 0, 0, 0, 7.977695E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_33_698.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_33_698.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_33_698.jpg, 0, 0, 0, 7.802252E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_33_808.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_33_808.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_33_808.jpg, 0, 0, 0, 7.851074E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_33_917.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_33_917.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_33_917.jpg, 0, 0, 0, 7.867267E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_34_019.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_34_019.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_34_019.jpg, 0, 0, 0, 7.937857E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_34_124.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_34_124.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_34_124.jpg, 0, 0, 0, 7.858824E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_34_226.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_34_226.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_34_226.jpg, 0, 0, 0, 7.777713E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_34_333.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_34_333.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_34_333.jpg, 0, 0, 0, 7.82405E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_34_437.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_34_437.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_34_437.jpg, 0, 0, 0, 7.928644E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_34_544.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_34_544.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_34_544.jpg, 0, 0, 0, 8.025763E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_34_647.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_34_647.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_34_647.jpg, 0, 0, 0, 7.874802E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_34_748.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_34_748.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_34_748.jpg, 0, 0, 0, 7.775228E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_34_854.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_34_854.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_34_854.jpg, 0, 0, 0, 7.797567E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_34_979.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_34_979.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_34_979.jpg, 0, 0, 0, 7.944649E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_35_107.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_35_107.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_35_107.jpg, 0, 0, 0, 7.822258E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_35_207.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_35_207.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_35_207.jpg, 0, 0, 0, 7.800921E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_35_322.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_35_322.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_35_322.jpg, 0, 0, 0, 7.899515E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_35_430.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_35_430.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_35_430.jpg, 0, 0, 0, 7.774628E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_35_543.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_35_543.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_35_543.jpg, 0, 0, 0, 7.949022E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_35_650.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_35_650.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_35_650.jpg, 0, 0, 0, 7.798241E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_35_756.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_35_756.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_35_756.jpg, 0, 0, 0, 7.955628E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_35_863.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_35_863.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_35_863.jpg, 0, 0, 0, 7.836351E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_35_976.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_35_976.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_35_976.jpg, 0, 0, 0, 7.833818E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_36_083.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_36_083.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_36_083.jpg, 0, 0, 0, 8.170406E-05
C:\Users\depkuma3\Desktop\Data\IMG\center_2019_06_16_20_59_36_186.jpg, C:\Users\depkuma3\Desktop\Data\IMG\left_2019_06_16_20_59_36_186.jpg, C:\Users\depkuma3\Desktop\Data\IMG\right_2019_06_16_20_59_36_186.jpg, 0, 0, 0, 7.898246E-05
